USN,Operation,Status,Details
4AL22CS043,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS044,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS045,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS046,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS047,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS048,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS049,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS050,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS051,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS052,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS053,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS055,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS056,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS057,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS058,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS059,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS060,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS061,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS063,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS064,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS065,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS066,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS067,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS068,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS069,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS070,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS071,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS072,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS073,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS074,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS075,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS076,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS077,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS078,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS079,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS080,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS081,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS082,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS083,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS084,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS085,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS086,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS087,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS088,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS089,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS090,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS091,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS092,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS093,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS094,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS095,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS096,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS097,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS098,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS099,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS100,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS101,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS102,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS103,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS104,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS105,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS106,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS107,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS108,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS109,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS110,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS111,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS112,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS113,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS114,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS115,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS116,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS117,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS118,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS119,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS120,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS121,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS122,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS123,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS124,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS125,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS126,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS127,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS128,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS129,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS130,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS131,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS132,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS133,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS134,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS135,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS136,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS137,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS138,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS139,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS140,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS141,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS142,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS143,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS144,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS145,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS146,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS147,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS148,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS149,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS150,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS151,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS152,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS153,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS154,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS155,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS156,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS157,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS158,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS159,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS160,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS161,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS162,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS163,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS164,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS165,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS166,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS167,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS168,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS169,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS170,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS171,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS172,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS173,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS174,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS175,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS176,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS177,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS178,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS179,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS180,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS181,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS182,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS183,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS184,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS185,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS186,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS187,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS188,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS189,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL22CS190,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS400,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS401,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS402,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS403,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS404,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS405,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS406,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS407,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS408,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS409,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS410,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS411,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
4AL23CS412,UPDATE_STUDENT,SUCCESS,"Updated basic student information"
