USN,Operation,Status,Details
4AL23CS101,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS102,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS103,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS104,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS105,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS106,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS107,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS108,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS109,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS110,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS111,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS112,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS113,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS114,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS115,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS116,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS117,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS119,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS120,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS121,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS122,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS123,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS124,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS125,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS126,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS127,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS128,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS129,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS130,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS131,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS132,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS133,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS134,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS135,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS136,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS137,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS138,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS139,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS140,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS141,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS142,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS143,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS144,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS145,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS146,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS147,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS148,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS149,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS150,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS152,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS153,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS154,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS155,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS156,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS157,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS158,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS159,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS160,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS161,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS162,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS163,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS164,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS165,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS166,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS167,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS168,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS169,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS170,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS171,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS172,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS173,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS174,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS175,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS176,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS177,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS178,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS179,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS180,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS181,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS182,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS183,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS184,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS185,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS186,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS187,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS188,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS189,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS190,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL23CS900,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
4AL24CS400,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
4AL24CS401,UPDATE_DOB,SKIPPED,"Invalid DOB format: 27.12.2002"
4AL24CS402,UPDATE_DOB,SKIPPED,"Invalid DOB format: 15/11/2004"
4AL24CS403,UPDATE_DOB,SKIPPED,"Invalid DOB format: 21/03/2005"
4AL24CS404,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
4AL24CS405,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL24CS406,UPDATE_DOB,SKIPPED,"Invalid DOB format: 21/02/2006"
4AL24CS407,UPDATE_DOB,SKIPPED,"Invalid DOB format:                     28/08/2005    "
4AL24CS408,UPDATE_DOB,SKIPPED,"Invalid DOB format: 15/01/2003"
4AL24CS409,UPDATE_DOB,SKIPPED,"Invalid DOB format: 15/04/2006"
4AL24CS410,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL24CS411,UPDATE_DOB,SKIPPED,"DOB already correct"
4AL24CS412,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
