USN,Operation,Status,Details
4AL23CS087,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.653Z"
4AL23CS088,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.460Z"
4AL23CS089,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.543Z"
4AL23CS090,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.800Z"
4AL23CS091,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.469Z"
4AL23CS092,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.469Z"
4AL23CS093,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.381Z"
4AL23CS094,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.421Z"
4AL23CS095,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.824Z"
4AL23CS096,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.568Z"
4AL23CS097,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.462Z"
4AL23CS098,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.633Z"
4AL23CS099,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.845Z"
4AL23CS100,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.432Z"
4AL23CS101,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.632Z"
4AL23CS102,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.520Z"
4AL23CS103,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.452Z"
4AL23CS104,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.426Z"
4AL23CS105,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.507Z"
4AL23CS106,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.437Z"
4AL23CS107,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.601Z"
4AL23CS108,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.378Z"
4AL23CS109,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.649Z"
4AL23CS110,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.695Z"
4AL23CS111,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.211Z"
4AL23CS112,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.282Z"
4AL23CS113,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.529Z"
4AL23CS114,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.185Z"
4AL23CS115,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.602Z"
4AL23CS116,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.550Z"
4AL23CS117,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.386Z"
4AL23CS119,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.186Z"
4AL23CS120,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.623Z"
4AL23CS121,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.695Z"
4AL23CS122,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.357Z"
4AL23CS123,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.591Z"
4AL23CS124,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.412Z"
4AL23CS125,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.318Z"
4AL23CS126,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.422Z"
4AL23CS127,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.577Z"
4AL23CS128,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.818Z"
4AL23CS129,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.096Z"
4AL23CS130,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.702Z"
4AL23CS131,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:37.879Z"
4AL23CS132,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.448Z"
4AL23CS133,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.544Z"
4AL23CS134,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.584Z"
4AL23CS135,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.456Z"
4AL23CS136,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.439Z"
4AL23CS137,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.418Z"
4AL23CS138,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.069Z"
4AL23CS139,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.147Z"
4AL23CS140,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.394Z"
4AL23CS141,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.837Z"
4AL23CS142,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:37.260Z"
4AL23CS143,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.122Z"
4AL23CS144,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.353Z"
4AL23CS145,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.565Z"
4AL23CS146,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.723Z"
4AL23CS147,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.602Z"
4AL23CS148,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.508Z"
4AL23CS149,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.567Z"
4AL23CS150,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.344Z"
4AL23CS152,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.357Z"
4AL23CS153,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.722Z"
4AL23CS154,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.524Z"
4AL23CS155,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.448Z"
4AL23CS156,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.330Z"
4AL23CS157,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.470Z"
4AL23CS158,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.452Z"
4AL23CS159,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.420Z"
4AL23CS160,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:37.868Z"
4AL23CS161,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.595Z"
4AL23CS162,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.568Z"
4AL23CS163,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.409Z"
4AL23CS164,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.520Z"
4AL23CS165,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.669Z"
4AL23CS166,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.557Z"
4AL23CS167,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.805Z"
4AL23CS168,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.444Z"
4AL23CS169,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.744Z"
4AL23CS170,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.515Z"
4AL23CS171,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.472Z"
4AL23CS172,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.112Z"
4AL23CS173,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.537Z"
4AL23CS174,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.549Z"
4AL23CS175,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.400Z"
4AL23CS176,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.601Z"
4AL23CS177,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.455Z"
4AL23CS178,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.180Z"
4AL23CS179,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.424Z"
4AL23CS180,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.432Z"
4AL23CS181,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.404Z"
4AL23CS182,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.645Z"
4AL23CS183,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.837Z"
4AL23CS184,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.545Z"
4AL23CS185,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.512Z"
4AL23CS186,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.496Z"
4AL23CS187,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:45.345Z"
4AL23CS188,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.534Z"
4AL23CS189,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.877Z"
4AL23CS190,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.469Z"
4AL23CS900,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
4AL24CS400,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
4AL24CS401,UPDATE_DOB,SKIPPED,"Invalid DOB format: 27.12.2002"
4AL24CS402,UPDATE_DOB,SUCCESS,"Updated to 2004-11-14T18:30:00.000Z"
4AL24CS403,UPDATE_DOB,SUCCESS,"Updated to 2005-03-20T18:30:00.000Z"
4AL24CS404,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
4AL24CS405,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.965Z"
4AL24CS406,UPDATE_DOB,SUCCESS,"Updated to 2006-02-20T18:30:00.000Z"
4AL24CS407,UPDATE_DOB,SUCCESS,"Updated to 2005-08-27T18:30:00.000Z"
4AL24CS408,UPDATE_DOB,SUCCESS,"Updated to 2003-01-14T18:30:00.000Z"
4AL24CS409,UPDATE_DOB,SUCCESS,"Updated to 2006-04-14T18:30:00.000Z"
4AL24CS410,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.357Z"
4AL24CS411,UPDATE_DOB,SUCCESS,"Updated to 1970-01-01T00:00:38.657Z"
4AL24CS412,UPDATE_DOB,SKIPPED,"No DOB found in Excel"
